cp_eval,white_elo,black_elo,ply,phase,time_control,tc_bucket,clock_remaining,white_clock,black_clock,side_to_move,result,game_id
-89.7,2219,2160,64,endgame,600+0,rapid,,,,white,0.0,synthetic-01670
-52.1,1087,1077,63,endgame,600+0,rapid,,,,white,1.0,synthetic-01671
-297.3,1442,1502,32,middlegame,600+0,rapid,,,,white,1.0,synthetic-01672
175.4,1063,987,71,endgame,600+0,rapid,,,,white,1.0,synthetic-01673
-279.6,1522,1580,59,middlegame,600+0,rapid,,,,white,0.5,synthetic-01674
-292.5,998,997,39,middlegame,600+0,rapid,,,,white,0.5,synthetic-01675
57.5,1844,1905,49,middlegame,600+0,rapid,,,,white,1.0,synthetic-01676
-86.4,2486,2508,48,middlegame,600+0,rapid,,,,white,0.5,synthetic-01677
-122.7,1232,1175,24,middlegame,600+0,rapid,,,,white,1.0,synthetic-01678
-288.0,2494,2464,69,endgame,600+0,rapid,,,,white,0.0,synthetic-01679
-471.0,1050,1101,13,opening,600+0,rapid,,,,white,0.5,synthetic-01680
36.1,2056,2025,51,middlegame,600+0,rapid,,,,white,1.0,synthetic-01681
-137.2,1247,1234,68,endgame,600+0,rapid,,,,white,0.0,synthetic-01682
569.3,2285,2217,41,middlegame,600+0,rapid,,,,white,1.0,synthetic-01683
-214.1,1113,1190,68,endgame,600+0,rapid,,,,white,0.0,synthetic-01684
13.9,804,825,79,endgame,600+0,rapid,,,,white,0.0,synthetic-01685
99.9,1207,1256,40,middlegame,600+0,rapid,,,,white,1.0,synthetic-01686
-575.2,2307,2342,25,middlegame,600+0,rapid,,,,white,0.0,synthetic-01687
-220.7,1869,1811,79,endgame,600+0,rapid,,,,white,0.5,synthetic-01688
134.6,2342,2293,62,endgame,600+0,rapid,,,,white,0.5,synthetic-01689
-360.4,1408,1341,68,endgame,600+0,rapid,,,,white,0.0,synthetic-01690
211.9,1479,1554,75,endgame,600+0,rapid,,,,white,1.0,synthetic-01691
-46.7,882,912,12,opening,600+0,rapid,,,,white,0.5,synthetic-01692
88.8,1867,1931,45,middlegame,600+0,rapid,,,,white,1.0,synthetic-01693
-151.9,1183,1247,9,opening,600+0,rapid,,,,white,0.0,synthetic-01694
131.5,1247,1168,73,endgame,600+0,rapid,,,,white,1.0,synthetic-01695
28.4,1888,1836,18,opening,600+0,rapid,,,,white,0.0,synthetic-01696
182.1,2337,2381,70,endgame,600+0,rapid,,,,white,1.0,synthetic-01697
310.7,2182,2141,56,middlegame,600+0,rapid,,,,white,1.0,synthetic-01698
-322.2,1997,1937,8,opening,600+0,rapid,,,,white,0.0,synthetic-01699
578.3,2565,2498,17,opening,600+0,rapid,,,,white,1.0,synthetic-01700
-44.4,2587,2583,22,middlegame,600+0,rapid,,,,white,0.0,synthetic-01701
-169.9,1920,1855,21,middlegame,600+0,rapid,,,,white,0.0,synthetic-01702
-352.8,2224,2295,50,middlegame,600+0,rapid,,,,white,0.0,synthetic-01703
41.6,1328,1382,19,opening,600+0,rapid,,,,white,0.5,synthetic-01704
43.3,1291,1366,61,endgame,600+0,rapid,,,,white,1.0,synthetic-01705
-176.1,2353,2307,17,opening,600+0,rapid,,,,white,0.0,synthetic-01706
-221.4,2003,1980,14,opening,600+0,rapid,,,,white,0.0,synthetic-01707
277.5,2534,2479,41,middlegame,600+0,rapid,,,,white,1.0,synthetic-01708
-55.8,1186,1200,20,opening,600+0,rapid,,,,white,1.0,synthetic-01709
-36.7,1630,1609,24,middlegame,600+0,rapid,,,,white,0.0,synthetic-01710
145.1,1475,1517,27,middlegame,600+0,rapid,,,,white,1.0,synthetic-01711
292.2,1148,1150,57,middlegame,600+0,rapid,,,,white,1.0,synthetic-01712
-192.4,840,855,49,middlegame,600+0,rapid,,,,white,0.5,synthetic-01713
-103.5,2190,2189,16,opening,600+0,rapid,,,,white,0.5,synthetic-01714
-29.9,2523,2598,59,middlegame,600+0,rapid,,,,white,1.0,synthetic-01715
91.4,2168,2152,57,middlegame,600+0,rapid,,,,white,1.0,synthetic-01716
40.2,884,816,73,endgame,600+0,rapid,,,,white,0.0,synthetic-01717
-355.0,1536,1485,71,endgame,600+0,rapid,,,,white,0.5,synthetic-01718
514.4,2221,2174,32,middlegame,600+0,rapid,,,,white,1.0,synthetic-01719
-159.1,1791,1781,23,middlegame,600+0,rapid,,,,white,0.5,synthetic-01720
-86.1,1269,1306,61,endgame,600+0,rapid,,,,white,0.0,synthetic-01721
416.7,2550,2529,55,middlegame,600+0,rapid,,,,white,1.0,synthetic-01722
-178.7,1870,1934,45,middlegame,600+0,rapid,,,,white,0.0,synthetic-01723
98.7,2217,2226,32,middlegame,600+0,rapid,,,,white,1.0,synthetic-01724
-364.0,1900,1949,77,endgame,600+0,rapid,,,,white,0.0,synthetic-01725
-312.1,1759,1801,70,endgame,600+0,rapid,,,,white,0.0,synthetic-01726
-154.9,1257,1234,69,endgame,600+0,rapid,,,,white,1.0,synthetic-01727
-64.6,2559,2575,36,middlegame,600+0,rapid,,,,white,0.0,synthetic-01728
12.9,2324,2317,37,middlegame,600+0,rapid,,,,white,0.5,synthetic-01729
-174.6,2022,2101,35,middlegame,600+0,rapid,,,,white,0.0,synthetic-01730
-222.4,1721,1715,57,middlegame,600+0,rapid,,,,white,0.0,synthetic-01731
-523.4,1978,1928,71,endgame,600+0,rapid,,,,white,0.0,synthetic-01732
-84.5,2408,2362,73,endgame,600+0,rapid,,,,white,1.0,synthetic-01733
304.1,1627,1659,77,endgame,600+0,rapid,,,,white,0.0,synthetic-01734
266.8,1766,1836,13,opening,600+0,rapid,,,,white,1.0,synthetic-01735
-79.4,1339,1272,56,middlegame,600+0,rapid,,,,white,0.5,synthetic-01736
-48.9,1749,1737,17,opening,600+0,rapid,,,,white,0.5,synthetic-01737
162.5,981,986,20,opening,600+0,rapid,,,,white,0.5,synthetic-01738
-59.9,2300,2320,50,middlegame,600+0,rapid,,,,white,0.0,synthetic-01739
170.8,2440,2386,18,opening,600+0,rapid,,,,white,0.5,synthetic-01740
-97.8,1584,1575,32,middlegame,600+0,rapid,,,,white,0.5,synthetic-01741
-389.3,1113,1173,53,middlegame,600+0,rapid,,,,white,0.0,synthetic-01742
-531.3,2211,2146,14,opening,600+0,rapid,,,,white,0.0,synthetic-01743
141.1,2571,2599,25,middlegame,600+0,rapid,,,,white,1.0,synthetic-01744
-122.7,1180,1204,32,middlegame,600+0,rapid,,,,white,1.0,synthetic-01745
-14.0,950,938,57,middlegame,600+0,rapid,,,,white,0.0,synthetic-01746
230.1,2033,1994,80,endgame,600+0,rapid,,,,white,0.0,synthetic-01747
25.1,2089,2050,37,middlegame,600+0,rapid,,,,white,0.5,synthetic-01748
-108.6,1678,1722,51,middlegame,600+0,rapid,,,,white,0.5,synthetic-01749
-193.2,2481,2423,37,middlegame,600+0,rapid,,,,white,0.0,synthetic-01750
251.3,907,937,24,middlegame,600+0,rapid,,,,white,0.5,synthetic-01751
359.9,832,781,25,middlegame,600+0,rapid,,,,white,0.5,synthetic-01752
-566.1,2465,2519,73,endgame,600+0,rapid,,,,white,0.0,synthetic-01753
415.6,2104,2053,60,endgame,600+0,rapid,,,,white,1.0,synthetic-01754
-50.2,1503,1510,46,middlegame,600+0,rapid,,,,white,0.0,synthetic-01755
148.9,1459,1510,24,middlegame,600+0,rapid,,,,white,0.5,synthetic-01756
-180.3,2117,2053,55,middlegame,600+0,rapid,,,,white,0.0,synthetic-01757
-370.3,2434,2381,51,middlegame,600+0,rapid,,,,white,0.0,synthetic-01758
204.2,1942,2019,66,endgame,600+0,rapid,,,,white,1.0,synthetic-01759
128.0,2074,2007,39,middlegame,600+0,rapid,,,,white,1.0,synthetic-01760
-36.6,2143,2159,80,endgame,600+0,rapid,,,,white,0.0,synthetic-01761
-11.1,1769,1737,36,middlegame,600+0,rapid,,,,white,0.5,synthetic-01762
-161.8,1719,1695,46,middlegame,600+0,rapid,,,,white,0.5,synthetic-01763
-72.2,1361,1362,23,middlegame,600+0,rapid,,,,white,0.5,synthetic-01764
240.8,771,831,19,opening,600+0,rapid,,,,white,0.0,synthetic-01765
-57.5,1210,1174,9,opening,600+0,rapid,,,,white,0.0,synthetic-01766
-39.1,2086,2151,32,middlegame,600+0,rapid,,,,white,0.0,synthetic-01767
237.5,1390,1406,69,endgame,600+0,rapid,,,,white,0.0,synthetic-01768
20.6,1368,1401,33,middlegame,600+0,rapid,,,,white,0.5,synthetic-01769
208.9,1865,1790,36,middlegame,600+0,rapid,,,,white,0.5,synthetic-01770
87.2,1682,1625,25,middlegame,600+0,rapid,,,,white,1.0,synthetic-01771
269.3,1661,1719,33,middlegame,600+0,rapid,,,,white,1.0,synthetic-01772
137.9,2109,2137,76,endgame,600+0,rapid,,,,white,1.0,synthetic-01773
-158.9,983,929,31,middlegame,600+0,rapid,,,,white,1.0,synthetic-01774
106.1,954,988,79,endgame,600+0,rapid,,,,white,1.0,synthetic-01775
-332.2,973,988,16,opening,600+0,rapid,,,,white,0.0,synthetic-01776
-288.3,1483,1551,10,opening,600+0,rapid,,,,white,0.0,synthetic-01777
106.7,2007,1988,57,middlegame,600+0,rapid,,,,white,1.0,synthetic-01778
242.2,2572,2574,16,opening,600+0,rapid,,,,white,1.0,synthetic-01779
-40.5,2326,2334,49,middlegame,600+0,rapid,,,,white,0.0,synthetic-01780
-200.5,1817,1770,9,opening,600+0,rapid,,,,white,0.5,synthetic-01781
-37.5,2240,2304,71,endgame,600+0,rapid,,,,white,0.0,synthetic-01782
-146.2,1665,1640,52,middlegame,600+0,rapid,,,,white,0.0,synthetic-01783
-243.1,1715,1701,43,middlegame,600+0,rapid,,,,white,0.0,synthetic-01784
-133.7,1163,1236,50,middlegame,600+0,rapid,,,,white,0.5,synthetic-01785
-126.7,1000,935,66,endgame,600+0,rapid,,,,white,0.5,synthetic-01786
47.3,2110,2083,68,endgame,600+0,rapid,,,,white,0.5,synthetic-01787
-252.6,1098,1030,50,middlegame,600+0,rapid,,,,white,0.0,synthetic-01788
121.0,1673,1746,80,endgame,600+0,rapid,,,,white,1.0,synthetic-01789
185.4,2019,1971,80,endgame,600+0,rapid,,,,white,1.0,synthetic-01790
-352.7,1077,1020,44,middlegame,600+0,rapid,,,,white,0.0,synthetic-01791
-89.3,1615,1599,22,middlegame,600+0,rapid,,,,white,1.0,synthetic-01792
277.6,869,909,56,middlegame,600+0,rapid,,,,white,1.0,synthetic-01793
154.7,2046,2114,77,endgame,600+0,rapid,,,,white,1.0,synthetic-01794
671.0,2226,2207,26,middlegame,600+0,rapid,,,,white,1.0,synthetic-01795
-72.8,2463,2399,38,middlegame,600+0,rapid,,,,white,0.0,synthetic-01796
-102.8,2242,2231,66,endgame,600+0,rapid,,,,white,1.0,synthetic-01797
-64.9,2020,2020,23,middlegame,600+0,rapid,,,,white,1.0,synthetic-01798
-56.6,1786,1734,32,middlegame,600+0,rapid,,,,white,0.5,synthetic-01799
34.4,868,835,53,middlegame,600+0,rapid,,,,white,1.0,synthetic-01800
136.3,1037,987,9,opening,600+0,rapid,,,,white,1.0,synthetic-01801
-69.6,1965,1949,69,endgame,600+0,rapid,,,,white,0.5,synthetic-01802
459.1,1355,1375,73,endgame,600+0,rapid,,,,white,0.0,synthetic-01803
176.8,1185,1176,45,middlegame,600+0,rapid,,,,white,0.5,synthetic-01804
414.8,1039,1073,15,opening,600+0,rapid,,,,white,0.5,synthetic-01805
179.3,1120,1166,46,middlegame,600+0,rapid,,,,white,0.5,synthetic-01806
343.4,1765,1839,33,middlegame,600+0,rapid,,,,white,1.0,synthetic-01807
61.0,1991,2066,79,endgame,600+0,rapid,,,,white,1.0,synthetic-01808
-91.6,1932,1953,23,middlegame,600+0,rapid,,,,white,0.0,synthetic-01809
156.6,970,975,79,endgame,600+0,rapid,,,,white,0.5,synthetic-01810
214.2,2035,2105,59,middlegame,600+0,rapid,,,,white,1.0,synthetic-01811
-147.8,1846,1896,55,middlegame,600+0,rapid,,,,white,0.5,synthetic-01812
210.3,1872,1889,36,middlegame,600+0,rapid,,,,white,1.0,synthetic-01813
263.8,1213,1243,21,middlegame,600+0,rapid,,,,white,1.0,synthetic-01814
23.0,2144,2089,34,middlegame,600+0,rapid,,,,white,0.5,synthetic-01815
-346.5,1118,1162,10,opening,600+0,rapid,,,,white,0.0,synthetic-01816
-482.9,2155,2223,47,middlegame,600+0,rapid,,,,white,0.0,synthetic-01817
-256.3,1533,1499,30,middlegame,600+0,rapid,,,,white,0.0,synthetic-01818
115.4,1750,1722,31,middlegame,600+0,rapid,,,,white,1.0,synthetic-01819
114.8,1222,1298,22,middlegame,600+0,rapid,,,,white,0.0,synthetic-01820
-213.0,920,897,72,endgame,600+0,rapid,,,,white,0.5,synthetic-01821
-14.4,1466,1483,80,endgame,600+0,rapid,,,,white,1.0,synthetic-01822
470.6,786,844,42,middlegame,600+0,rapid,,,,white,1.0,synthetic-01823
-151.6,2381,2323,25,middlegame,600+0,rapid,,,,white,0.0,synthetic-01824
471.6,1529,1458,16,opening,600+0,rapid,,,,white,0.5,synthetic-01825
434.1,2511,2434,36,middlegame,600+0,rapid,,,,white,1.0,synthetic-01826
171.1,993,985,76,endgame,600+0,rapid,,,,white,0.5,synthetic-01827
-132.0,1098,1023,32,middlegame,600+0,rapid,,,,white,0.5,synthetic-01828
184.6,2211,2190,61,endgame,600+0,rapid,,,,white,1.0,synthetic-01829
-360.0,1939,1995,35,middlegame,600+0,rapid,,,,white,0.0,synthetic-01830
15.4,2428,2424,15,opening,600+0,rapid,,,,white,0.0,synthetic-01831
-213.1,1760,1836,69,endgame,600+0,rapid,,,,white,0.0,synthetic-01832
-10.5,1018,1005,52,middlegame,600+0,rapid,,,,white,1.0,synthetic-01833
27.4,2489,2540,65,endgame,600+0,rapid,,,,white,0.5,synthetic-01834
-441.6,1892,1857,72,endgame,600+0,rapid,,,,white,0.0,synthetic-01835
-205.9,2095,2069,64,endgame,600+0,rapid,,,,white,0.0,synthetic-01836
316.3,2518,2566,12,opening,600+0,rapid,,,,white,1.0,synthetic-01837
400.9,1415,1389,33,middlegame,600+0,rapid,,,,white,0.5,synthetic-01838
270.9,1034,1037,65,endgame,600+0,rapid,,,,white,0.0,synthetic-01839
-420.9,1348,1338,44,middlegame,600+0,rapid,,,,white,0.0,synthetic-01840
-119.0,2073,2099,66,endgame,600+0,rapid,,,,white,0.0,synthetic-01841
-665.5,1040,1051,73,endgame,600+0,rapid,,,,white,1.0,synthetic-01842
-15.7,1076,1145,34,middlegame,600+0,rapid,,,,white,0.5,synthetic-01843
93.6,1673,1740,28,middlegame,600+0,rapid,,,,white,0.5,synthetic-01844
-361.1,1047,1107,45,middlegame,600+0,rapid,,,,white,0.5,synthetic-01845
-56.1,1143,1131,49,middlegame,600+0,rapid,,,,white,1.0,synthetic-01846
-45.3,1572,1513,74,endgame,600+0,rapid,,,,white,0.0,synthetic-01847
-274.8,1129,1106,26,middlegame,600+0,rapid,,,,white,0.5,synthetic-01848
-124.3,1500,1507,30,middlegame,600+0,rapid,,,,white,0.0,synthetic-01849
-16.3,1285,1244,47,middlegame,600+0,rapid,,,,white,0.0,synthetic-01850
-355.5,1227,1235,9,opening,600+0,rapid,,,,white,0.0,synthetic-01851
565.0,1354,1353,31,middlegame,600+0,rapid,,,,white,1.0,synthetic-01852
359.0,1260,1287,18,opening,600+0,rapid,,,,white,0.0,synthetic-01853
312.4,991,957,35,middlegame,600+0,rapid,,,,white,0.0,synthetic-01854
-70.4,1498,1538,21,middlegame,600+0,rapid,,,,white,0.5,synthetic-01855
-45.4,971,923,57,middlegame,600+0,rapid,,,,white,0.5,synthetic-01856
-309.0,1176,1249,17,opening,600+0,rapid,,,,white,0.0,synthetic-01857
-203.1,881,826,44,middlegame,600+0,rapid,,,,white,0.0,synthetic-01858
-319.6,1030,983,32,middlegame,600+0,rapid,,,,white,1.0,synthetic-01859
68.2,1165,1238,33,middlegame,600+0,rapid,,,,white,0.0,synthetic-01860
-419.3,1623,1611,35,middlegame,600+0,rapid,,,,white,0.0,synthetic-01861
249.0,2044,2092,28,middlegame,600+0,rapid,,,,white,1.0,synthetic-01862
-764.4,1655,1628,47,middlegame,600+0,rapid,,,,white,0.0,synthetic-01863
39.6,1658,1599,45,middlegame,600+0,rapid,,,,white,1.0,synthetic-01864
-146.1,1809,1751,31,middlegame,600+0,rapid,,,,white,0.0,synthetic-01865
-363.5,828,836,50,middlegame,600+0,rapid,,,,white,1.0,synthetic-01866
15.6,1442,1492,28,middlegame,600+0,rapid,,,,white,1.0,synthetic-01867
-318.5,1796,1797,12,opening,600+0,rapid,,,,white,0.0,synthetic-01868
70.4,2579,2602,36,middlegame,600+0,rapid,,,,white,1.0,synthetic-01869
123.6,1176,1148,65,endgame,600+0,rapid,,,,white,0.0,synthetic-01870
-75.7,1027,1011,56,middlegame,600+0,rapid,,,,white,0.0,synthetic-01871
-317.4,1352,1344,77,endgame,600+0,rapid,,,,white,0.0,synthetic-01872
-360.4,1708,1671,30,middlegame,600+0,rapid,,,,white,0.0,synthetic-01873
361.7,2074,2078,29,middlegame,600+0,rapid,,,,white,1.0,synthetic-01874
132.1,1049,992,69,endgame,600+0,rapid,,,,white,1.0,synthetic-01875
51.2,1071,1088,72,endgame,600+0,rapid,,,,white,0.5,synthetic-01876
-64.0,1136,1116,30,middlegame,600+0,rapid,,,,white,0.0,synthetic-01877
-111.8,2538,2565,75,endgame,600+0,rapid,,,,white,0.5,synthetic-01878
144.4,2295,2277,39,middlegame,600+0,rapid,,,,white,1.0,synthetic-01879
-20.4,1145,1090,34,middlegame,600+0,rapid,,,,white,0.5,synthetic-01880
46.5,2490,2517,31,middlegame,600+0,rapid,,,,white,0.5,synthetic-01881
470.3,1913,1912,62,endgame,600+0,rapid,,,,white,1.0,synthetic-01882
260.7,919,888,10,opening,600+0,rapid,,,,white,1.0,synthetic-01883
-81.4,2501,2448,59,middlegame,600+0,rapid,,,,white,0.0,synthetic-01884
-236.1,1214,1180,61,endgame,600+0,rapid,,,,white,0.5,synthetic-01885
133.0,2160,2182,54,middlegame,600+0,rapid,,,,white,0.5,synthetic-01886
64.6,1866,1910,13,opening,600+0,rapid,,,,white,0.5,synthetic-01887
27.9,2620,2555,22,middlegame,600+0,rapid,,,,white,1.0,synthetic-01888
137.0,2565,2567,32,middlegame,600+0,rapid,,,,white,0.5,synthetic-01889
-342.1,1464,1543,20,opening,600+0,rapid,,,,white,1.0,synthetic-01890
-9.5,1621,1673,67,endgame,600+0,rapid,,,,white,0.5,synthetic-01891
309.2,810,861,35,middlegame,600+0,rapid,,,,white,1.0,synthetic-01892
-293.9,1462,1405,17,opening,600+0,rapid,,,,white,0.0,synthetic-01893
310.4,966,956,37,middlegame,600+0,rapid,,,,white,1.0,synthetic-01894
177.3,900,909,68,endgame,600+0,rapid,,,,white,0.5,synthetic-01895
238.7,2291,2237,24,middlegame,600+0,rapid,,,,white,1.0,synthetic-01896
-247.6,1951,2026,28,middlegame,600+0,rapid,,,,white,0.5,synthetic-01897
-205.6,1319,1347,63,endgame,600+0,rapid,,,,white,1.0,synthetic-01898
162.6,907,934,68,endgame,600+0,rapid,,,,white,0.0,synthetic-01899
223.5,1826,1804,28,middlegame,600+0,rapid,,,,white,1.0,synthetic-01900
-45.5,1083,1032,8,opening,600+0,rapid,,,,white,1.0,synthetic-01901
-313.8,2035,2065,72,endgame,600+0,rapid,,,,white,0.0,synthetic-01902
3.6,1319,1302,41,middlegame,600+0,rapid,,,,white,1.0,synthetic-01903
15.4,1204,1147,63,endgame,600+0,rapid,,,,white,1.0,synthetic-01904
-6.4,1857,1885,33,middlegame,600+0,rapid,,,,white,0.5,synthetic-01905
60.5,2509,2585,41,middlegame,600+0,rapid,,,,white,0.5,synthetic-01906
-421.2,1280,1312,74,endgame,600+0,rapid,,,,white,0.0,synthetic-01907
87.4,2202,2142,56,middlegame,600+0,rapid,,,,white,1.0,synthetic-01908
158.3,1210,1225,53,middlegame,600+0,rapid,,,,white,1.0,synthetic-01909
-41.3,1227,1261,58,middlegame,600+0,rapid,,,,white,0.0,synthetic-01910
43.1,1593,1635,27,middlegame,600+0,rapid,,,,white,0.5,synthetic-01911
285.8,1447,1469,39,middlegame,600+0,rapid,,,,white,1.0,synthetic-01912
-169.0,1262,1204,15,opening,600+0,rapid,,,,white,0.5,synthetic-01913
74.0,1445,1384,20,opening,600+0,rapid,,,,white,1.0,synthetic-01914
-49.2,1290,1269,9,opening,600+0,rapid,,,,white,1.0,synthetic-01915
61.8,1345,1304,78,endgame,600+0,rapid,,,,white,0.0,synthetic-01916
234.1,2218,2282,19,opening,600+0,rapid,,,,white,1.0,synthetic-01917
145.1,2253,2309,10,opening,600+0,rapid,,,,white,1.0,synthetic-01918
-626.2,2114,2094,80,endgame,600+0,rapid,,,,white,0.0,synthetic-01919
35.9,1029,1066,16,opening,600+0,rapid,,,,white,0.5,synthetic-01920
58.6,1202,1153,11,opening,600+0,rapid,,,,white,0.5,synthetic-01921
221.3,2120,2158,40,middlegame,600+0,rapid,,,,white,1.0,synthetic-01922
-238.7,975,986,56,middlegame,600+0,rapid,,,,white,1.0,synthetic-01923
251.1,1387,1399,9,opening,600+0,rapid,,,,white,1.0,synthetic-01924
-76.6,875,918,35,middlegame,600+0,rapid,,,,white,0.5,synthetic-01925
354.8,2477,2508,39,middlegame,600+0,rapid,,,,white,1.0,synthetic-01926
-134.7,1336,1357,54,middlegame,600+0,rapid,,,,white,0.0,synthetic-01927
385.4,2107,2068,63,endgame,600+0,rapid,,,,white,1.0,synthetic-01928
184.4,2331,2306,59,middlegame,600+0,rapid,,,,white,1.0,synthetic-01929
-17.4,2491,2472,31,middlegame,600+0,rapid,,,,white,0.0,synthetic-01930
194.8,1392,1398,63,endgame,600+0,rapid,,,,white,1.0,synthetic-01931
-565.7,1145,1111,31,middlegame,600+0,rapid,,,,white,0.0,synthetic-01932
38.3,1148,1138,61,endgame,600+0,rapid,,,,white,1.0,synthetic-01933
146.9,2388,2346,65,endgame,600+0,rapid,,,,white,1.0,synthetic-01934
5.0,1658,1641,60,endgame,600+0,rapid,,,,white,1.0,synthetic-01935
234.7,2130,2200,50,middlegame,600+0,rapid,,,,white,1.0,synthetic-01936
28.1,1076,1104,64,endgame,600+0,rapid,,,,white,0.0,synthetic-01937
288.2,894,815,13,opening,600+0,rapid,,,,white,0.0,synthetic-01938
201.9,1389,1353,29,middlegame,600+0,rapid,,,,white,0.0,synthetic-01939
-115.3,1910,1975,58,middlegame,600+0,rapid,,,,white,0.5,synthetic-01940
-38.2,924,952,26,middlegame,600+0,rapid,,,,white,0.5,synthetic-01941
-90.9,1361,1380,48,middlegame,600+0,rapid,,,,white,0.0,synthetic-01942
63.7,822,790,58,middlegame,600+0,rapid,,,,white,0.5,synthetic-01943
393.5,2387,2389,28,middlegame,600+0,rapid,,,,white,1.0,synthetic-01944
406.1,2027,2019,30,middlegame,600+0,rapid,,,,white,1.0,synthetic-01945
-152.3,909,960,57,middlegame,600+0,rapid,,,,white,0.0,synthetic-01946
26.0,2314,2256,14,opening,600+0,rapid,,,,white,1.0,synthetic-01947
197.7,1062,1125,18,opening,600+0,rapid,,,,white,1.0,synthetic-01948
-118.0,1569,1616,56,middlegame,600+0,rapid,,,,white,0.5,synthetic-01949
-88.9,2600,2585,63,endgame,600+0,rapid,,,,white,0.5,synthetic-01950
-77.0,1481,1521,77,endgame,600+0,rapid,,,,white,0.5,synthetic-01951
231.8,2407,2356,40,middlegame,600+0,rapid,,,,white,1.0,synthetic-01952
204.0,1582,1594,25,middlegame,600+0,rapid,,,,white,1.0,synthetic-01953
-153.7,1322,1338,12,opening,600+0,rapid,,,,white,0.0,synthetic-01954
134.1,1863,1861,67,endgame,600+0,rapid,,,,white,1.0,synthetic-01955
-199.9,2160,2225,74,endgame,600+0,rapid,,,,white,0.0,synthetic-01956
-129.7,2065,2119,63,endgame,600+0,rapid,,,,white,0.5,synthetic-01957
25.3,1357,1396,16,opening,600+0,rapid,,,,white,0.5,synthetic-01958
565.9,2489,2530,59,middlegame,600+0,rapid,,,,white,1.0,synthetic-01959
-68.2,1348,1386,76,endgame,600+0,rapid,,,,white,0.0,synthetic-01960
209.2,1393,1378,67,endgame,600+0,rapid,,,,white,1.0,synthetic-01961
382.8,1672,1614,25,middlegame,600+0,rapid,,,,white,1.0,synthetic-01962
-203.3,1564,1514,38,middlegame,600+0,rapid,,,,white,1.0,synthetic-01963
426.9,1549,1475,52,middlegame,600+0,rapid,,,,white,1.0,synthetic-01964
-176.3,2205,2155,76,endgame,600+0,rapid,,,,white,0.0,synthetic-01965
-366.3,1817,1817,35,middlegame,600+0,rapid,,,,white,0.5,synthetic-01966
341.3,1937,1924,62,endgame,600+0,rapid,,,,white,1.0,synthetic-01967
-604.4,2063,2138,74,endgame,600+0,rapid,,,,white,0.0,synthetic-01968
143.0,1866,1826,50,middlegame,600+0,rapid,,,,white,1.0,synthetic-01969
-298.7,1425,1370,26,middlegame,600+0,rapid,,,,white,0.0,synthetic-01970
328.5,931,868,15,opening,600+0,rapid,,,,white,1.0,synthetic-01971
-377.9,2133,2108,78,endgame,600+0,rapid,,,,white,0.0,synthetic-01972
-2.7,1639,1586,59,middlegame,600+0,rapid,,,,white,1.0,synthetic-01973
-32.7,2574,2524,72,endgame,600+0,rapid,,,,white,1.0,synthetic-01974
-21.5,2056,2077,53,middlegame,600+0,rapid,,,,white,0.0,synthetic-01975
405.9,904,858,63,endgame,600+0,rapid,,,,white,1.0,synthetic-01976
-263.8,2404,2368,52,middlegame,600+0,rapid,,,,white,0.0,synthetic-01977
93.2,2338,2362,17,opening,600+0,rapid,,,,white,0.5,synthetic-01978
81.9,2385,2417,29,middlegame,600+0,rapid,,,,white,0.0,synthetic-01979
103.9,2255,2201,74,endgame,600+0,rapid,,,,white,1.0,synthetic-01980
147.5,2047,2030,59,middlegame,600+0,rapid,,,,white,0.5,synthetic-01981
254.9,2384,2446,18,opening,600+0,rapid,,,,white,1.0,synthetic-01982
-357.2,2438,2480,50,middlegame,600+0,rapid,,,,white,0.0,synthetic-01983
-262.5,2186,2194,70,endgame,600+0,rapid,,,,white,1.0,synthetic-01984
80.6,1309,1248,19,opening,600+0,rapid,,,,white,1.0,synthetic-01985
-171.3,2050,1976,51,middlegame,600+0,rapid,,,,white,0.0,synthetic-01986
-186.7,902,911,39,middlegame,600+0,rapid,,,,white,1.0,synthetic-01987
-118.2,2167,2112,40,middlegame,600+0,rapid,,,,white,0.5,synthetic-01988
222.0,2461,2499,69,endgame,600+0,rapid,,,,white,1.0,synthetic-01989
-270.4,1934,1892,10,opening,600+0,rapid,,,,white,0.0,synthetic-01990
436.4,2574,2604,35,middlegame,600+0,rapid,,,,white,1.0,synthetic-01991
125.8,1885,1942,55,middlegame,600+0,rapid,,,,white,1.0,synthetic-01992
259.7,1438,1442,55,middlegame,600+0,rapid,,,,white,1.0,synthetic-01993
-175.1,824,900,73,endgame,600+0,rapid,,,,white,0.0,synthetic-01994
-0.4,2042,1972,27,middlegame,600+0,rapid,,,,white,0.5,synthetic-01995
92.8,1523,1498,32,middlegame,600+0,rapid,,,,white,0.5,synthetic-01996
132.7,1555,1482,75,endgame,600+0,rapid,,,,white,0.5,synthetic-01997
-38.8,847,805,28,middlegame,600+0,rapid,,,,white,1.0,synthetic-01998
253.3,1071,1046,55,middlegame,600+0,rapid,,,,white,0.0,synthetic-01999
354.8,1493,1455,22,middlegame,600+0,rapid,,,,white,1.0,synthetic-02000
-580.0,2570,2541,24,middlegame,600+0,rapid,,,,white,0.0,synthetic-02001
-43.5,1168,1235,60,endgame,600+0,rapid,,,,white,0.0,synthetic-02002
344.8,2204,2158,69,endgame,600+0,rapid,,,,white,1.0,synthetic-02003
